location_id,item_id,address_raw,address_normalized,latitude,longitude,parcel_id,geocode_confidence,created_at,location_name,project_name,location_type,resolution_notes,location_seq,is_primary
25,69,21350 Happy Hollow Lane,21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,334625E2U19632334,0.95,,21350 HAPPY HOLLOW LN,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19632334 (additional site),5,false
26,69,21351 Happy Hollow Lane,21351 HAPPY HOLLOW LN,26.428150046589735,-81.80559959172314,334625E2U19672334,0.95,,21351 HAPPY HOLLOW LN,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19672334 (additional site),6,false
27,70,10500 Corkscrew Road,"10500 Corkscrew Road, Estero, FL",26.430907704137,-81.783054229702,,1.0,,10500 Corkscrew Road,Corkscrew Road,,,1,true
28,71,Pelican Landing,Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,,0.85,,Casta Del Sol at Pelican Landing Condominium,,NEIGHBORHOOD,centroid of community 'Casta Del Sol at Pelican Landing',1,true
29,72,9201 and 9301 Corkscrew Road,"9201 and 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,,0.98,,9201 and 9301 Corkscrew Road,Corkscrew Road,,,1,true
30,74,21520 Strada Nuova Circle,21520 STRADA NUOVA CIR,26.43073303806516,-81.80426648794258,344625E1230000020,0.98,,21520 STRADA NUOVA CIR,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=344625E1230000020,1,true
31,74,21471 Strada Nuova Circle,21471 STRADA NUOVA CIR,26.42928776119197,-81.80371477374048,344625E12300000CE,0.95,,21471 STRADA NUOVA CIR,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=344625E12300000CE (additional site),2,false
32,74,21510 Strada Nuova Circle,21510 STRADA NUOVA CIR,26.43075533778512,-81.80321493448558,344625E1230000010,0.95,,21510 STRADA NUOVA CIR,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=344625E1230000010 (additional site),3,false
33,75,19501 Vintage Trace Circle,"19501 Vintage Trace Circle, Estero, FL",26.456810676705,-81.814442026342,,1.0,,19501 Vintage Trace Circle,,,,1,true
34,76,"8111 Broadway Avenue East, Estero, FL","8111 Broadway Avenue East, Estero, FL",26.44244610632,-81.809993666508,,1.0,,"8111 Broadway Avenue East, Estero, FL",Broadway Avenue Utility Extension,,,1,true
35,78,23050 Via Villagio,"23050 Via Villagio, Estero, FL",,,,0.25,,23050 Via Villagio,,,,1,true
36,81,"21500 Three Oaks Parkway, Estero, FL","21500 Three Oaks Parkway, Estero, FL",26.426449705114,-81.788771609677,,1.0,,"21500 Three Oaks Parkway, Estero, FL",,,,1,true
37,82,Shadow Wood,"Shadow Wood, Estero, FL",26.4099337,-81.7949565,,0.9,,"Shadow Wood, Estero, FL",,NAMED_VENUE,named venue 'Shadow Wood' from LOCATION_SEEDS,1,true
38,85,"Coconut Point, Estero, FL","Coconut Point, Estero, FL",26.4038818,-81.8077365,,0.9,,Coconut Point,,,,1,true
39,92,Estero Village Hall,"9401 Corkscrew Palms Circle, Estero, FL 33928",26.430490662544,-81.799280001688,,0.9,,"9401 Corkscrew Palms Circle, Estero, FL 33928",General Planning & Zoning,NAMED_VENUE,named venue 'Estero Village Hall' from LOCATION_SEEDS,1,true
40,97,9170 Estero River Ct,"9170 Estero River Ct, Estero, FL",26.434418045187,-81.799438671116,,0.9783,,9170 Estero River Ct,,,,1,true
41,98,"Sandy Lane & Via Coconut Point, Estero, FL","Sandy Lane & Via Coconut Point, Estero, FL",26.431370008006,-81.804867965078,,1.0,,"Sandy Lane & Via Coconut Point, Estero, FL",Sandy Lane Improvements,,,1,true
42,106,21700 S. Tamiami Trail,21700 S TAMIAMI TRL,26.425199217459866,-81.81186425425616,334625E3280010000,0.98,,21700 S TAMIAMI TRL,,PARCEL_ADDRESS,parcel STRAP=334625E3280010000,1,true
43,108,on Coconut Road,along Coconut Road,26.402206366062057,-81.80454380971804,,0.7,,along Coconut Road,,WHOLE_STREET,midpoint of 49 centerline segment(s),1,true
44,109,along Corkscrew Road,along Corkscrew Road,26.436406641374045,-81.7775478216657,,0.7,,along Corkscrew Road,Corkscrew Road,WHOLE_STREET,midpoint of 87 centerline segment(s),1,true
45,110,along Corkscrew Road,along Corkscrew Road,26.436406641374045,-81.7775478216657,,0.7,,along Corkscrew Road,Corkscrew Road,WHOLE_STREET,midpoint of 87 centerline segment(s),1,true
46,118,"Corkscrew Road & Puente Lane, Estero, FL","Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,1.0,,"Corkscrew Road & Puente Lane, Estero, FL",Corkscrew Road,,,1,true
47,123,"Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL","Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL",26.422098,-81.802186,,0.95,,"Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL",,,,1,true
48,129,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL","Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,0.9,,Sandy Lane,,,,1,true
49,131,"20897 Three Oaks Parkway, Estero, FL","20897 Three Oaks Parkway, Estero, FL",26.436576930078,-81.784532881242,,1.0,,"20897 Three Oaks Parkway, Estero, FL",,,,1,true
50,137,Copperleaf,Copperleaf at The Brooks Subdivision,26.403150903589538,-81.77854759318382,,0.85,,Copperleaf at The Brooks Subdivision,,NEIGHBORHOOD,centroid of community 'Copperleaf',1,true
51,147,Corkscrew Road and Puente Lane,CORKSCREW RD & PUENTE LN,26.43138316862,-81.7846769284524,,0.93,,CORKSCREW RD & PUENTE LN,Corkscrew Road,INTERSECTION,endpoint of segment with TOSTREET=PUENTE LN,1,true
52,150,4410 Coconut Road,"4410 Coconut Road, Estero, FL",26.398566005006,-81.82671497661,,1.0,,4410 Coconut Road,Comprehensive Plan,,,1,true
53,160,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,,US 41 / Tamiami Trail,,,,1,true
54,171,BERT Rail Trail Corridor,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,,0.9,,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",BERT Rail Trail,NAMED_VENUE,named venue 'BERT Rail Trail Corridor' from LOCATION_SEEDS,1,true
55,177,"Sandy Lane and Broadway East bicycle/pedestrian improvements, Estero, FL","Sandy Lane and Broadway East bicycle/pedestrian improvements, Estero, FL",26.438402,-81.80693,,0.95,,"Sandy Lane and Broadway East bicycle/pedestrian improvements, Estero, FL",Sandy Lane Improvements,,,1,true
56,178,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,,0.95,,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",Septic to Sewer,,,1,true
57,179,"Broadway Avenue East from US 41 to Sandy Lane, Estero, FL","Broadway Avenue East from US 41 to Sandy Lane, Estero, FL",26.441974498538,-81.807963485741,,0.95,,"Broadway Avenue East from US 41 to Sandy Lane, Estero, FL",Septic to Sewer,,,1,true
58,189,"Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL","Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL",26.422098,-81.802186,,0.95,,"Estero Sports Park, north of Williams Road and east of Via Coconut Point, Estero, FL",,,,1,true
59,195,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL","Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,0.9,,Sandy Lane,,,,1,true
60,196,"River Ranch Road from Williams Road to Corkscrew Road, Estero, FL","River Ranch Road from Williams Road to Corkscrew Road, Estero, FL",26.425785502152,-81.794620501714,,0.95,,"River Ranch Road from Williams Road to Corkscrew Road, Estero, FL",,,,1,true
61,197,"US 41 from Williams Road to south of Estero Parkway, Estero, FL","US 41 from Williams Road to south of Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.95,,"US 41 from Williams Road to south of Estero Parkway, Estero, FL",Williams Road Improvements,,,1,true
62,198,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,,Corkscrew Road Widening Corridor,Corkscrew Road,,,1,true
63,206,Estero Village Hall,"9401 Corkscrew Palms Circle, Estero, FL 33928",26.430490662544,-81.799280001688,,0.9,,"9401 Corkscrew Palms Circle, Estero, FL 33928",General Planning & Zoning,NAMED_VENUE,named venue 'Estero Village Hall' from LOCATION_SEEDS,1,true
64,216,Pelican Landing,Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,,0.85,,Casta Del Sol at Pelican Landing Condominium,,NEIGHBORHOOD,centroid of community 'Casta Del Sol at Pelican Landing',1,true
65,218,Pelican Landing,Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,,0.85,,Casta Del Sol at Pelican Landing Condominium,,NEIGHBORHOOD,centroid of community 'Casta Del Sol at Pelican Landing',1,true
66,220,19975 S. Tamiami Trail,19975 S TAMIAMI TRL,26.45078577512305,-81.81707272622631,214625E4017000010,0.98,,19975 S TAMIAMI TRL,Estero Parkway Improvements,PARCEL_ADDRESS,parcel STRAP=214625E4017000010,1,true
67,222,23106 Fashion Drive,23106 FASHION DR,26.404355403292666,-81.80731508067035,094725E2360SC0010,0.98,,23106 FASHION DR,,PARCEL_ADDRESS,parcel STRAP=094725E2360SC0010,1,true
68,223,19950 S. Tamiami Trail,19950 S TAMIAMI TRL,26.450390144390827,-81.82081539161072,214625E4U18162582,0.98,,19950 S TAMIAMI TRL,,PARCEL_ADDRESS,parcel STRAP=214625E4U18162582,1,true
69,224,19975 S. Tamiami Trail,19975 S TAMIAMI TRL,26.45078577512305,-81.81707272622631,214625E4017000010,0.98,,19975 S TAMIAMI TRL,Estero Parkway Improvements,PARCEL_ADDRESS,parcel STRAP=214625E4017000010,1,true
70,225,"Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL","Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",26.403277778,-81.808611111,,1.0,,"Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",,,,1,true
71,227,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,,1.0,,"9000 Williams Road, Estero, FL",Williams Road Improvements,,,1,true
72,228,Shadow Wood,"Shadow Wood, Estero, FL",26.4099337,-81.7949565,,0.9,,"Shadow Wood, Estero, FL",,NAMED_VENUE,named venue 'Shadow Wood' from LOCATION_SEEDS,1,true
73,229,"Downtown Estero project site, east of US 41 and north of Broadway Avenue East, Estero, FL","Downtown Estero project site, east of US 41 and north of Broadway Avenue East, Estero, FL",26.4432,-81.807,,1.0,,"Downtown Estero project site, east of US 41 and north of Broadway Avenue East, Estero, FL",Broadway Avenue Utility Extension,,,1,true
74,231,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,1.0,,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",,,,1,true
75,232,8990 Corkscrew Road,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,334625E2U19712349,0.98,,8990 CORKSCREW RD,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19712349,1,true
76,232,21650 Via Coconut Point,21650 VIA COCONUT POINT,26.426873865090073,-81.80537457462647,334625E3U19692320,0.95,,21650 VIA COCONUT POINT,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E3U19692320 (additional site),2,false
77,232,21750 Via Coconut Point,21750 VIA COCONUT POINT,26.42526614416781,-81.80449010301406,344625E40100C0170,0.95,,21750 VIA COCONUT POINT,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=344625E40100C0170 (additional site),3,false
78,232,21331 Happy Hollow Lane,21331 HAPPY HOLLOW LN,26.42889991964289,-81.8056086384823,334625E2U19672342,0.95,,21331 HAPPY HOLLOW LN,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19672342 (additional site),4,false
79,232,21350 Happy Hollow Lane,21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,334625E2U19632334,0.95,,21350 HAPPY HOLLOW LN,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19632334 (additional site),5,false
80,232,21351 Happy Hollow Lane,21351 HAPPY HOLLOW LN,26.428150046589735,-81.80559959172314,334625E2U19672334,0.95,,21351 HAPPY HOLLOW LN,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19672334 (additional site),6,false
81,233,"8111 Broadway Avenue East, Estero, FL","8111 Broadway Avenue East, Estero, FL",26.44244610632,-81.809993666508,,1.0,,"8111 Broadway Avenue East, Estero, FL",Broadway Avenue Utility Extension,,,1,true
82,243,"Coconut Point, Estero, FL","Coconut Point, Estero, FL",26.4038818,-81.8077365,,0.9,,Coconut Point,,,,1,true
83,262,"Williams Road & Atlantic Gulf Boulevard, Estero, FL","Williams Road & Atlantic Gulf Boulevard, Estero, FL",26.420304009887,-81.812656010414,,1.0,,"Williams Road & Atlantic Gulf Boulevard, Estero, FL",Williams Road Improvements,,,1,true
84,263,Estero River,"Estero River near Old Estero and Koreshan State Park, Estero, FL",26.4360313,-81.8217353,,0.9,,"Estero River near Old Estero and Koreshan State Park, Estero, FL",,NAMED_VENUE,named venue 'Estero River' from LOCATION_SEEDS,1,true
85,267,9441 Corkscrew Palms Circle,9441 CORKSCREW PALMS CIR,26.430465596510277,-81.79763059961697,344625E11900000D1,0.98,,9441 CORKSCREW PALMS CIR,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=344625E11900000D1,1,true
86,268,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,,1.0,,"9000 Williams Road, Estero, FL",Williams Road Improvements,,,1,true
87,271,"Northeast corner of US 41 and Corkscrew Road, Estero, FL","Northeast corner of US 41 and Corkscrew Road, Estero, FL",26.432555,-81.80817,,1.0,,"Northeast corner of US 41 and Corkscrew Road, Estero, FL",Corkscrew Road,,,1,true
88,272,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,1.0,,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",,,,1,true
89,273,Corkscrew Road and Three Oaks Parkway,CORKSCREW RD & THREE OAKS PKWY,26.4312076018546,-81.7885401402789,,0.93,,CORKSCREW RD & THREE OAKS PKWY,Corkscrew Road,INTERSECTION,endpoint of segment with TOSTREET=THREE OAKS PKWY,1,true
90,276,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,,Corkscrew Road Widening Corridor,Corkscrew Road,,,1,true
91,279,BERT Rail Trail Corridor,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,,0.9,,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",BERT Rail Trail,NAMED_VENUE,named venue 'BERT Rail Trail Corridor' from LOCATION_SEEDS,1,true
92,283,21700 S. Tamiami Trail,21700 S TAMIAMI TRL,26.425199217459866,-81.81186425425616,334625E3280010000,0.98,,21700 S TAMIAMI TRL,,PARCEL_ADDRESS,parcel STRAP=334625E3280010000,1,true
93,284,21700 S. Tamiami Trail,21700 S TAMIAMI TRL,26.425199217459866,-81.81186425425616,334625E3280010000,0.98,,21700 S TAMIAMI TRL,,PARCEL_ADDRESS,parcel STRAP=334625E3280010000,1,true
94,293,Riverside Park,Riverside Park,26.340123664681304,-81.77944144235532,,0.88,,Riverside Park,BERT Rail Trail,NAMED_VENUE,park location 'Riverside Park',1,true
95,298,"Williams Road from Via Coconut Point to Three Oaks Parkway, Estero, FL","Williams Road from Via Coconut Point to Three Oaks Parkway, Estero, FL",26.420434746622,-81.797464230004,,0.95,,"Williams Road from Via Coconut Point to Three Oaks Parkway, Estero, FL",Williams Road Improvements,,,1,true
96,299,"Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, Estero, FL","Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, Estero, FL",26.442888042165,-81.772410260408,,0.95,,"Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, Estero, FL",Ben Hill Griffin Parkway Improvements,,,1,true
97,300,"Via Coconut Point from Coconut Road to Corkscrew Road, Estero, FL","Via Coconut Point from Coconut Road to Corkscrew Road, Estero, FL",26.420479,-81.80657,,0.9,,Via Coconut Point,,,,1,true
98,309,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,,US 41 / Tamiami Trail,,,,1,true
99,311,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,,US 41 / Tamiami Trail,,,,1,true
100,315,Bella Terra,Bella Terra Subdivision,26.433015857266223,-81.73086266056815,,0.85,,Bella Terra Subdivision,,NEIGHBORHOOD,centroid of community 'Bella Terra',1,true
101,328,Rookery Pointe,Heatherstone at Rookery Pointe Subdivision,26.447607197915094,-81.79310346599338,,0.85,,Heatherstone at Rookery Pointe Subdivision,,NEIGHBORHOOD,centroid of community 'Heatherstone at Rookery Pointe',1,true
102,333,"Estero River North Branch from Bamboo Island to River Oaks Preserve, Estero, FL","Estero River North Branch from Bamboo Island to River Oaks Preserve, Estero, FL",26.4390196,-81.8105466,,0.9,,"Estero River North Branch from Bamboo Island to River Oaks Preserve, Estero, FL",,,,1,true
103,347,"The Colonnade / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL","The Colonnade / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,,1.0,,"The Colonnade / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL",Corkscrew Road,,,1,true
104,349,"9501 Spring Run Boulevard, Estero, FL","9501 Spring Run Boulevard, Estero, FL",26.395734095199,-81.797042452636,,1.0,,"9501 Spring Run Boulevard, Estero, FL",,,,1,true
105,350,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,,US 41 / Tamiami Trail,,,,1,true
106,351,21700 S. Tamiami Trail,21700 S TAMIAMI TRL,26.425199217459866,-81.81186425425616,334625E3280010000,0.98,,21700 S TAMIAMI TRL,,PARCEL_ADDRESS,parcel STRAP=334625E3280010000,1,true
107,355,8900 Commons Way,"8900 Commons Way, Estero, FL",,,,0.25,,8900 Commons Way,Corkscrew Road,,,1,true
108,356,The Brooks,"The Brooks, Estero, FL",26.3926426,-81.7753764,,0.9,,"The Brooks, Estero, FL",,NAMED_VENUE,named venue 'The Brooks' from LOCATION_SEEDS,1,true
109,358,"18251 Three Oaks Parkway, Estero, FL","18251 Three Oaks Parkway, Estero, FL",26.433779738905564,-81.78952626707927,,1.0,,"18251 Three Oaks Parkway, Estero, FL",Corkscrew Road,,,1,true
110,360,"22800 Via Villagio, Estero, FL","22800 Via Villagio, Estero, FL",26.412588048918,-81.811355977231,,1.0,,"22800 Via Villagio, Estero, FL",,,,1,true
111,361,"Estero Community Park, 9101 Corkscrew Palms Boulevard, Estero, FL","Estero Community Park, 9101 Corkscrew Palms Boulevard, Estero, FL",26.422098,-81.802186,,1.0,,"Estero Community Park, 9101 Corkscrew Palms Boulevard, Estero, FL",Williams Road Improvements,,,1,true
112,362,10411 Corkscrew Commons Drive,10411 CORKSCREW COMMONS DR,26.43209160703068,-81.78142473104408,354625E1300000060,0.98,,10411 CORKSCREW COMMONS DR,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=354625E1300000060,1,true
113,363,19980 Bella Terra Boulevard,19980 BELLA TERRA BLVD,26.4505876442332,-81.73116264197117,204626E3010C100CE,0.98,,19980 BELLA TERRA BLVD,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=204626E3010C100CE,1,true
114,365,10100 Arcos Avenue,10100 ARCOS AVE,26.43361648020414,-81.78794350168731,354625E13100A0000,0.98,,10100 ARCOS AVE,,PARCEL_ADDRESS,parcel STRAP=354625E13100A0000,1,true
115,366,9600 Corkscrew Road,9600 CORKSCREW RD,26.43034708593776,-81.79527741717419,344625E2U20702358,0.98,,9600 CORKSCREW RD,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=344625E2U20702358,1,true
116,368,"Corkscrew Pines project site, Estero, FL","Corkscrew Pines project site, Estero, FL",26.4383,-81.7603,,1.0,,"Corkscrew Pines project site, Estero, FL",Corkscrew Road,,,1,true
117,370,21301 Town Commons Drive,21301 TOWN COMMONS DR,26.430779622713892,-81.78597422303042,354625E1390000010,0.98,,21301 TOWN COMMONS DR,,PARCEL_ADDRESS,parcel STRAP=354625E1390000010,1,true
118,371,"Corkscrew Pines project site, Estero, FL","Corkscrew Pines project site, Estero, FL",26.4383,-81.7603,,1.0,,"Corkscrew Pines project site, Estero, FL",Corkscrew Road,,,1,true
119,372,Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,,0.9,,"Cypress Bend, Estero, FL",Septic to Sewer,NAMED_VENUE,named venue 'Cypress Bend Septic Area' from LOCATION_SEEDS,1,true
120,378,Estero River,"Estero River near Old Estero and Koreshan State Park, Estero, FL",26.4360313,-81.8217353,,0.9,,"Estero River near Old Estero and Koreshan State Park, Estero, FL",,NAMED_VENUE,named venue 'Estero River' from LOCATION_SEEDS,1,true
